       0.1408802057E+00      0.9986019573E+00      0.9981313502E+00      0.9999942801E+00      0.9981370594E+00      0.1001866418E+01      0.2494080426E+00      0.1000001464E+01      0.9999998280E+00      0.1988436021E-01      0.1325124476E-01      0.5029091254E+02      0.9700732381E-01      0.9981359452E+00
       0.1441528515E+00      0.9985022466E+00      0.9979978884E+00      0.9999937632E+00      0.9980041128E+00      0.1001999879E+01      0.2611301374E+00      0.1000001516E+01      0.9999998018E+00      0.2082170046E-01      0.1387552771E-01      0.4802696156E+02      0.1003970809E+00      0.9980029982E+00
       0.1472826753E+00      0.9984025559E+00      0.9978644177E+00      0.9999932106E+00      0.9978711927E+00      0.1002133349E+01      0.2725924826E+00      0.1000001571E+01      0.9999997737E+00      0.2173857690E-01      0.1448613988E-01      0.4600132872E+02      0.1036741310E+00      0.9978700778E+00
       0.1502842596E+00      0.9983028851E+00      0.9977309382E+00      0.9999926223E+00      0.9977382993E+00      0.1002266828E+01      0.2838164500E+00      0.1000001630E+01      0.9999997439E+00      0.2263668591E-01      0.1508421273E-01      0.4417624853E+02      0.1068488461E+00      0.9977371841E+00
       0.1531699400E+00      0.9982032342E+00      0.9975974499E+00      0.9999919983E+00      0.9976054325E+00      0.1002400315E+01      0.2948205033E+00      0.1000001692E+01      0.9999997123E+00      0.2351749278E-01      0.1567072362E-01      0.4252172370E+02      0.1099300936E+00      0.9976043169E+00
       0.1559502561E+00      0.9981036032E+00      0.9974639527E+00      0.9999913385E+00      0.9974725923E+00      0.1002533812E+01      0.3056207323E+00      0.1000001758E+01      0.9999996789E+00      0.2438227423E-01      0.1624652415E-01      0.4101359928E+02      0.1129255260E+00      0.9974714764E+00
       0.1586342921E+00      0.9980039920E+00      0.9973304466E+00      0.9999906430E+00      0.9973397786E+00      0.1002667317E+01      0.3162312666E+00      0.1000001827E+01      0.9999996437E+00      0.2523215123E-01      0.1681236206E-01      0.3963218740E+02      0.1158418013E+00      0.9973386624E+00
       0.1612299399E+00      0.9979044008E+00      0.9971969317E+00      0.9999899118E+00      0.9972069916E+00      0.1002800831E+01      0.3266646002E+00      0.1000001900E+01      0.9999996066E+00      0.2606811484E-01      0.1736889845E-01      0.3836126626E+02      0.1186847558E+00      0.9972058751E+00
       0.1637441041E+00      0.9978048294E+00      0.9970634079E+00      0.9999891449E+00      0.9970742312E+00      0.1002934354E+01      0.3369318491E+00      0.1000001977E+01      0.9999995678E+00      0.2689104667E-01      0.1791672142E-01      0.3718733904E+02      0.1214595392E+00      0.9970731144E+00
       0.1661828643E+00      0.9977052779E+00      0.9969298752E+00      0.9999883421E+00      0.9969414974E+00      0.1003067886E+01      0.3470429589E+00      0.1000002057E+01      0.9999995272E+00      0.2770173536E-01      0.1845635709E-01      0.3609907677E+02      0.1241707227E+00      0.9969403802E+00
       0.1685516048E+00      0.9976057462E+00      0.9967963338E+00      0.9999875037E+00      0.9968087902E+00      0.1003201426E+01      0.3570068733E+00      0.1000002140E+01      0.9999994847E+00      0.2850089002E-01      0.1898827850E-01      0.3508689376E+02      0.1268223862E+00      0.9968076727E+00
       0.1708551198E+00      0.9975062344E+00      0.9966627834E+00      0.9999866294E+00      0.9966761096E+00      0.1003334975E+01      0.3668316726E+00      0.1000002228E+01      0.9999994405E+00      0.2928915117E-01      0.1951291297E-01      0.3414261991E+02      0.1294181892E+00      0.9966749917E+00
       0.1730976983E+00      0.9974067425E+00      0.9965292243E+00      0.9999857193E+00      0.9965434556E+00      0.1003468534E+01      0.3765246877E+00      0.1000002318E+01      0.9999993944E+00      0.3006709985E-01      0.2003064816E-01      0.3325924494E+02      0.1319614290E+00      0.9965423373E+00
       0.1752831950E+00      0.9973072704E+00      0.9963956562E+00      0.9999847735E+00      0.9964108281E+00      0.1003602100E+01      0.3860925961E+00      0.1000002413E+01      0.9999993465E+00      0.3083526523E-01      0.2054183709E-01      0.3243071661E+02      0.1344550895E+00      0.9964097096E+00
       0.1774150884E+00      0.9972078181E+00      0.9962620794E+00      0.9999837918E+00      0.9962782273E+00      0.1003735676E+01      0.3955415019E+00      0.1000002510E+01      0.9999992968E+00      0.3159413093E-01      0.2104680245E-01      0.3165178009E+02      0.1369018806E+00      0.9962771083E+00
       0.1794965295E+00      0.9971083857E+00      0.9961284937E+00      0.9999827743E+00      0.9961456530E+00      0.1003869261E+01      0.4048770036E+00      0.1000002612E+01      0.9999992453E+00      0.3234414049E-01      0.2154584015E-01      0.3091784888E+02      0.1393042731E+00      0.9961445337E+00
       0.1815303826E+00      0.9970089731E+00      0.9959948991E+00      0.9999817210E+00      0.9960131052E+00      0.1004002854E+01      0.4141042521E+00      0.1000002717E+01      0.9999991920E+00      0.3308570187E-01      0.2203922241E-01      0.3022490023E+02      0.1416645265E+00      0.9960119857E+00
       0.1835192605E+00      0.9969095803E+00      0.9958612958E+00      0.9999806319E+00      0.9958805841E+00      0.1004136456E+01      0.4232280001E+00      0.1000002825E+01      0.9999991368E+00      0.3381919147E-01      0.2252720038E-01      0.2956938979E+02      0.1439847139E+00      0.9958794642E+00
       0.1854655534E+00      0.9968102073E+00      0.9957276835E+00      0.9999795069E+00      0.9957480895E+00      0.1004270066E+01      0.4322526445E+00      0.1000002937E+01      0.9999990799E+00      0.3454495746E-01      0.2301000635E-01      0.2894818153E+02      0.1462667428E+00      0.9957469693E+00
       0.1873714542E+00      0.9967108542E+00      0.9955940625E+00      0.9999783460E+00      0.9956156215E+00      0.1004403686E+01      0.4411822637E+00      0.1000003053E+01      0.9999990211E+00      0.3526332269E-01      0.2348785579E-01      0.2835848961E+02      0.1485123732E+00      0.9956145009E+00
