 Nouvelles tables d'opacite d'Anders-Grevesse 1991 (completes par Kurucz pour x=0.7 et T6<0.010, seulement table 8)
 completees  par  les tables de Kurucz pour  X = 0.7             et T6 < 0.006
                  les tables de Huebner pour X = 0.0, 0.35, 0.7  et T6 > 100.
                  les tables de Huebner pour X = 0.0, 0.35       et T6 < 0.006

 Les tables d'opacite d'Anders-Grevesse 1991, pour Z = 0.0 ne sont pas prises.

 T6 est la temperature en million de degres
 R  est  definie comme R = Rho/ (T6)**3 ou Rho est la densite


               TABLE  1   (date: 03/20/92 with Fe intermediate coupling)

               Grevesse'91 Abundances for X=0.70 and Z=0.0000

                                          Log R

    T6  -7.0   -6.5   -6.0   -5.5   -5.0   -4.5   -4.0   -3.5   -3.0   -2.5   -2.0   -1.5   -1.0   -0.5    0.0    0.5    1.0

  0.025 -0.466 -0.440 -0.392 -0.322 -0.208 -0.017  0.281  0.697  1.182  1.706  2.239  2.772  3.304  3.810  4.239  4.583  4.836
  0.030 -0.443 -0.414 -0.358 -0.272 -0.147  0.046  0.339  0.759  1.257  1.781  2.324  2.875  3.444  3.973  4.443  4.833  5.138
  0.035 -0.442 -0.421 -0.350 -0.230 -0.058  0.153  0.451  0.858  1.349  1.881  2.427  2.983  3.556  4.102  4.591  4.996  5.312
  0.040 -0.444 -0.430 -0.364 -0.247 -0.043  0.239  0.587  0.998  1.471  1.988  2.522  3.073  3.635  4.177  4.667  5.073  5.384
  0.045 -0.448 -0.438 -0.379 -0.271 -0.077  0.220  0.625  1.097  1.573  2.071  2.588  3.123  3.666  0.000  0.000  0.000  0.000
  0.050 -0.449 -0.441 -0.389 -0.292 -0.110  0.174  0.568  1.058  1.582  2.101  2.610  3.130  3.652  0.000  0.000  0.000  0.000
  0.055 -0.449 -0.443 -0.397 -0.312 -0.144  0.122  0.501  0.967  1.496  2.043  2.578  3.097  3.606  0.000  0.000  0.000  0.000
  0.060 -0.448 -0.442 -0.401 -0.324 -0.171  0.079  0.439  0.885  1.398  1.942  2.500  3.038  3.544  0.000  0.000  0.000  0.000
  0.070 -0.448 -0.439 -0.402 -0.337 -0.206  0.014  0.343  0.766  1.266  1.783  2.344  2.904  3.435  0.000  0.000  0.000  0.000
  0.080 -0.449 -0.436 -0.399 -0.336 -0.220 -0.019  0.290  0.697  1.191  1.706  2.254  2.809  3.359  0.000  0.000  0.000  0.000
  0.090 -0.448 -0.436 -0.398 -0.333 -0.219 -0.029  0.268  0.675  1.161  1.673  2.215  2.768  3.321  0.000  0.000  0.000  0.000
  0.100 -0.449 -0.439 -0.401 -0.334 -0.221 -0.028  0.267  0.662  1.150  1.669  2.209  2.759  3.310  0.000  0.000  0.000  0.000
  0.120 -0.432 -0.431 -0.398 -0.335 -0.215 -0.017  0.286  0.687  1.170  1.690  2.221  2.761  3.296  0.000  0.000  0.000  0.000
  0.150 -0.411 -0.405 -0.377 -0.327 -0.220 -0.025  0.284  0.683  1.156  1.654  2.155  2.657  3.146  0.000  0.000  0.000  0.000
  0.200 -0.430 -0.416 -0.387 -0.342 -0.255 -0.093  0.170  0.520  0.932  1.368  1.814  2.266  2.713  0.000  0.000  0.000  0.000
  0.250 -0.455 -0.444 -0.418 -0.378 -0.304 -0.171  0.044  0.342  0.698  1.088  1.498  1.927  2.361  0.000  0.000  0.000  0.000
  0.300 -0.465 -0.461 -0.444 -0.413 -0.351 -0.237 -0.048  0.214  0.530  0.887  1.271  1.681  2.107  0.000  0.000  0.000  0.000
